"","key","Key_RX_ProgID","Curr_RX_ProgID","RX_ProgName","RX_ProgDescription","DatabaseName","Org","ProgID","ProgName","ProgDescription","Lat","Long","Pop"
"19201","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",212,"Policy Development/Implementation/Training","Identify needed policies and draft policy/procedure upon request for County Board, Committees and Departments","43.3933","-88.2461",135101
"19521","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",798,"In-house Training and Certification","Equipment operation training is done in house and by dealers when a new piece of equipment is added to the fleet. Specialty training for chain saw operation and tree felling is provided by industry professionals. Other training is provided by the Human Resource Department and County Mutual Insurance.","43.3933","-88.2461",135101
"19121","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",90,"Emergency Preparedness Training","Assuring proper training for public safety responders and other response/recovery partners in specific topics that are not provided through other venues. Involves training grant solicitation/administration, instructor contracting, course material acquisition, venue scheduling, student recruitment and required class follow up. Constantly strive to maintain and enhance staff Emergency Management knowledge/skills/best practices through formal and informal means.","43.3933","-88.2461",135101
"1970","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1058,"Horticulture","Coordinates training & provides administrative oversight of Master Gardeners,  volunteers that provide educational activities & community service.","43.3933","-88.2461",135101
"19721","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1059,"Pesticide Applicator Certification","Provides training and materials for commercial operator compliance with DATCP/EPA laws that protect humans and the environment.","43.3933","-88.2461",135101
"1974","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1061,"Youth Tractor Safety Certification","Provides training for compliance with Wisconsin Act 455 (youth tractor operators) and  Fair Labor Standards Act (youth farm employment).","43.3933","-88.2461",135101
"1906","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",81,"Emergency Management Exercises","Promote and facilitate exercises to test responder competencies (gained through training) and existing plans/procedures for effectiveness and their realistic reflection of current capabilities. After an exercise there must be analysis and corrective actions taken to incorporate ""lessons learned"" into future plan updates and training.","43.3933","-88.2461",135101
"19181","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",208,"Training - Emergency Detentions/Protective Placement","In-service training for law enforcement 51.15(11m)","43.3933","-88.2461",135101
"19161","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",195,"Training","Training staff -internal and external resources","43.3933","-88.2461",135101
"1934","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",398,"Purchasing Research and Special Projects","Various one-time or non-recurring tasks related to purchasing for the County including research on best solutions, training department staff on purchasing processes, etc.  These tasks may or may not lead to additional purchasing tasks such as PO, RFP, etc.  Examples including researching rent vs. buy options, review of contract terms and conditions in relation to specs or competitive purchasing requirements.","43.3933","-88.2461",135101
"1946","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",678,"Application and Technology Training","Application training and maintain a classroom for technology training","43.3933","-88.2461",135101
"1926","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",233,"Training - Public Records Law and Open Meetings Laws and Procedures","Train County Board, Committees, departments and staff","43.3933","-88.2461",135101
"1928","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",260,"Election Worker Training","Provide Municipal Clerk, Baseline Chief Inspector, Poll Worker, Staff training.  Attend election training conducted by Gov. Accountability Board","43.3933","-88.2461",135101
"1924","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",232,"Training - Other - Internal/External - Departments/Outside Agencies","Internal in-service training","43.3933","-88.2461",135101
"1922","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",231,"Training - HIPAA","Train covered departments","43.3933","-88.2461",135101
"1954","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",814,"Assessment Training","Assessors are reimbursed for travel expenses by the county to annual state mandated assessment training.","43.3933","-88.2461",135101
"20151","training","510",NA,"Training","Training and maintenance of certifications","RX_WashoeSchoolsRenoNV","Washoe County School District",16439,"Process Cleaning for Health","Daily districtwide custodial cleaning process for health and safety.  Housekeeping monitors and  provides forty (40) hours of training to each new employee.  Retrains in Process Cleaning are provided on as needed basis.",NA,NA,NA
"1986","training","510",NA,"Training","Training and maintenance of certifications","RX_WashoeSchoolsRenoNV","Washoe County School District",16010,"Custodial Budgets","Monthly monitoring of all site custodial accounts through reports, training, inventory checks by Housekeeping Field Supervisors.",NA,NA,NA
